UNIT;SEED;SIZE;TILDE;NEW;REALTIME;CHARACTERIZATION
bn:16205679n,bn:01511172n,bn:00868048n,bn:03214630n,bn:02698178n,bn:17508221n;dialect;6;true;true;0.658;6[o     0.516] INSTANCE_OF(X, bn:00000640n)
bn:01274633n,bn:12990863n,bn:02626935n,bn:03566317n,bn:02407425n,bn:14664988n;dialect;6;true;true;0.663;6[o     0.529] SUBCLASS_OF(X, bn:00049910n), INSTANCE_OF(X, bn:00049910n), INSTANCE_OF(X, bn:00000640n)
bn:12369848n,bn:02525125n,bn:07561790n,bn:03706761n,bn:03407953n,bn:00953799n;dialect;6;true;true;0.666;6[o     0.513] INSTANCE_OF(X, bn:00000640n)
bn:01182736n,bn:01507121n,bn:02160234n,bn:15170741n,bn:00349809n,bn:12989674n;dialect;6;true;true;0.66;6[o     0.525] INSTANCE_OF(X, bn:00000640n)
bn:16263586n,bn:17502395n,bn:03891658n,bn:13273627n,bn:15191976n,bn:03469743n;dialect;6;true;true;0.663;6[o     0.516] INSTANCE_OF(X, bn:00000640n)
bn:13865006n,bn:02360686n,bn:00995227n,bn:03464906n,bn:17685727n,bn:02545417n;dialect;6;true;true;0.666;6[o     0.519] INSTANCE_OF(X, bn:00000640n)
bn:02914704n,bn:03355685n,bn:12989641n,bn:01859256n,bn:02473529n,bn:01938828n;dialect;6;true;true;0.658;6[o     0.519] INSTANCE_OF(X, bn:00000640n)
bn:01890670n,bn:00813672n,bn:01391991n,bn:05881027n,bn:14190433n,bn:14385399n;dialect;6;true;true;0.666;6[o     0.518] INSTANCE_OF(X, bn:00000640n)
bn:16695139n,bn:00003344n,bn:02497790n,bn:14772744n,bn:02880471n,bn:07531254n;dialect;6;true;true;0.666;6[o     0.523] INSTANCE_OF(X, bn:00000640n)
bn:02845680n,bn:01511172n,bn:12989643n,bn:04620598n,bn:00641860n,bn:13843087n;dialect;6;true;true;0.656;6[o     0.518] INSTANCE_OF(X, bn:00000640n)
bn:16299054n,bn:03155574n,bn:01364235n,bn:16441993n,bn:00901036n,bn:02327927n;dialect;6;true;true;0.664;6[o     0.525] SUBCLASS_OF(X, bn:00046524n), INSTANCE_OF(X, bn:00000640n)
bn:15339513n,bn:17685753n,bn:13959046n,bn:01107180n,bn:01388085n,bn:03272846n;dialect;6;true;true;0.655;6[o     0.521] INSTANCE_OF(X, bn:00000640n)
bn:03160303n,bn:01391991n,bn:01948686n,bn:02003344n,bn:14497945n,bn:03865712n;dialect;6;true;true;0.662;6[o     0.526] INSTANCE_OF(X, bn:00000640n)
bn:01050626n,bn:16455111n,bn:00650306n,bn:04963575n,bn:03099770n,bn:14412910n;dialect;6;true;true;0.655;6[o     0.522] INSTANCE_OF(X, bn:00000640n)
bn:03652589n,bn:12991306n,bn:02003344n,bn:02967299n,bn:03871873n,bn:13906279n;dialect;6;true;true;0.666;6[o     0.526] INSTANCE_OF(X, bn:00000640n)
bn:00700179n,bn:17221959n,bn:02880471n,bn:01640183n,bn:15189996n,bn:16779516n;dialect;6;true;true;0.661;6[o     0.513] SUBCLASS_OF(X, bn:05016180n), SUBCLASS_OF(X, bn:00056990n), INSTANCE_OF(X, bn:00000640n)
bn:03103125n,bn:15428234n,bn:21706091n,bn:17508221n,bn:02689656n,bn:01003643n;dialect;6;true;true;0.657;6[o     0.524] INSTANCE_OF(X, bn:00000640n)
bn:21157849n,bn:02893584n,bn:07346023n,bn:12991226n,bn:00903109n,bn:00868048n;dialect;6;true;true;0.665;6[o     0.514] INSTANCE_OF(X, bn:00000640n)
bn:03668899n,bn:07685821n,bn:06493400n,bn:03029358n,bn:01910321n,bn:01756110n;dialect;6;true;true;0.667;6[o     0.519] INSTANCE_OF(X, bn:00000640n)
bn:03636488n,bn:15245712n,bn:02923551n,bn:00070894n,bn:00901036n,bn:00347272n;dialect;6;true;true;0.656;6[o     0.522] INSTANCE_OF(X, bn:00000640n), SUBCLASS_OF(X, bn:00056990n), SUBCLASS_OF(X, bn:05016180n)
